reference_id	former_id	id_bp	vfid	vsiid	ssid	feature_names	gene_host	recname_full	subname_full	Source	Literature Name	User Designated Name	Gene Name(s)	Virulence Factor Type	Short Description	Long Description	Update Date	Status	Protein Sequences	Nucleotide Sequences	id_bp.1	id_maximal_coverage_depth	id_coverage_breadth	id_coverage_breadth_to_id_bp	id_mapped_bp	id_total_relative_abundance	id_mapped_relative_abundance	sample_total_reads	sample_mapped_reads	sample_total_bp	sample_mapped_bp	sample_average_total_reads_bp	sample_average_mapped_reads_bp	sample_mapped_reads_to_total_reads	id_mapped_reads	id_unmapped_reads	id_mapped_reads_per_million_sample_total_reads	id_mapped_reads_per_million_sample_mapped_reads	id_mapped_reads_per_kbp_per_million_sample_total_reads	id_mapped_reads_per_kbp_per_million_sample_mapped_reads
ID15641	8105|vfid|47160|vsiid|67997|ssid|curli_assembly_protein_CsgE_[Salmonella_typhimurium_LT2]	396	8105	47160	67997	curli_assembly_protein_CsgE_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764497"" target=""_blank"">16764497</a>"	NP_460112.1	NP_460112|curli production assembly/transport component, 2nd curli operon|NP_460112	virulence protein	curli assembly protein CsgE [Salmonella typhimurium LT2]		Jan 28 2010 02:10PM	virulence factor	Yes	Yes	396	94	395	0.99747475	24337	130406.9214683974	1641793.5915725091	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	97	47	51.49407128053545	651.0110806112792	130.03553353670569	1643.9673752810083
ID07810	10825|vfid|30969|vsiid|51789|ssid|SubName:_Full=Antigen_presentation_protein_SpaN;_SubName:_Full=Surface_presentation_of_antigens_protein__Associated_with_type_III_secretion_and_virulence_;_	1011	10825	30969	51789	SubName:_Full=Antigen_presentation_protein_SpaN;_SubName:_Full=Surface_presentation_of_antigens_protein__Associated_with_type_III_secretion_and_virulence_;_			Antigen_presentation_protein_SpaN	"<a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/Q54044"" target=""_blank"">Q54044</a>"	Q54044	SubName: Full=Antigen presentation protein SpaN; SubName: Full=Surface presentation of antigens protein (Associated with type III secretion and virulence); |SubName: Full=Surface presentation of antigens protein (Associated with type III secretion and virulence) (Antigen presentation protein SpaN); |Name=invJ; Synonyms=spaN; OrderedLocusNames=STY3015, t2794;	protein toxin	SubName: Full=Antigen presentation protein SpaN; SubName: Full=Surface presentation of antigens protein (Associated with type III secretion and virulence); 		Oct 3 2010 11:49AM	virulence factor	Yes	Yes	1011	95	1010	0.9990109600000002	61747	129596.5656995638	1631591.3960664428	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	239	16	126.8771447015255	1604.037610990678	125.49668120823492	1586.5851740758435
ID14550	8102|vfid|10117|vsiid|12473|ssid|cryptic_curlin_major_subunit_[Salmonella_typhimurium_LT2]	456	8102	10117	12473	cryptic_curlin_major_subunit_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764500"" target=""_blank"">16764500</a>"	NP_460115.1	NP_460115|curlin major subunit, coiled surface structures; cryptic|NP_460115	virulence protein	cryptic curlin major subunit [Salmonella typhimurium LT2]		Jan 28 2010 02:10PM	virulence factor	Yes	Yes	456	102	455	0.9978067699999996	27740	129083.40133022532	1625130.7729375744	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	120	33	63.70400570787891	805.3745327149846	139.70176690324325	1766.1722208661945
ID08350	11865|vfid|50570|vsiid|71407|ssid|RecName:_Full=Peptidoglycan_hydrolase_flgJ;_EC=3.2.1.-;_AltName:_Full=Muramidase_flgJ;_	951	11865	50570	71407	RecName:_Full=Peptidoglycan_hydrolase_flgJ;_EC=3.2.1.-;_AltName:_Full=Muramidase_flgJ;_		Peptidoglycan_hydrolase_flgJ		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/FLGJ_SALTY"" target=""_blank"">P15931</a>"	P15931	RecName: Full=Peptidoglycan hydrolase flgJ; EC=3.2.1.-; AltName: Full=Muramidase flgJ; |Name=flgJ; Synonyms=fla FX, flaZ; OrderedLocusNames=STM1182;	virulence protein	RecName: Full=Peptidoglycan hydrolase flgJ; EC=3.2.1.-; AltName: Full=Muramidase flgJ; 		Oct 4 2010 02:28AM	virulence factor	Yes	Yes	951	83	950	0.99894838	57591	128499.92940683644	1617784.9936346372	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	237	31	125.81541127306085	1590.6147021120946	132.29801395695148	1672.5706646814876
ID11577	8142|vfid|47271|vsiid|68108|ssid|Mg2+_transport_protein_[Salmonella_typhimurium_LT2]	696	8142	47271	68108	Mg2+_transport_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16767048"" target=""_blank"">16767048</a>"	NP_462663.1	NP_462663|Mg<sup><font size=-1>2+</font></sup> transport protein|Mg<up>2+</up> transport protein|NP_462663	virulence protein	Mg2+ transport protein [Salmonella typhimurium LT2]		Jan 28 2010 02:13PM	virulence factor	Yes	Yes	696	98	695	0.99856361	42020	128107.80642173046	1612848.2541057365	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	176	38	93.43254170488908	1181.2159813153107	134.24215762196707	1697.1493984415386
ID11989	13452|vfid|21346|vsiid|41024|ssid|invasion_regulatory_protein_[Salmonella_typhimurium_LT2]	651	13452	21346	41024	invasion_regulatory_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16766205"" target=""_blank"">16766205</a>"	NP_461820.1	NP_461820|invasion protein|NP_461820	virulence protein	invasion regulatory protein [Salmonella typhimurium LT2]		Jan 28 2010 02:13PM	virulence factor	Yes	Yes	651	93	650	0.9984643799999996	39086	127399.88193657435	1603935.645250629	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	152	34	80.69174056331329	1020.141074772314	123.95044633381455	1567.036981217072
ID11717	13424|vfid|21290|vsiid|40940|ssid|needle_complex_export_protein_[Salmonella_typhimurium_LT2]	681	13424	21290	40940	needle_complex_export_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16766175"" target=""_blank"">16766175</a>"	NP_461790.1	NP_461790|putative flagellar biosynthesis/type III secretory pathway protein|NP_461790	virulence protein	needle complex export protein [Salmonella typhimurium LT2]		Jan 28 2010 02:12PM	virulence factor	Yes	Yes	681	94	680	0.99853174	40107	124968.87278139754	1573329.790844422	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	159	33	84.40780756293955	1067.1212558473546	123.94685398375852	1566.991565120932
ID12875	11891|vfid|50588|vsiid|71425|ssid|RecName:_Full=Virulence_membrane_protein_pagC;_Flags:_Precursor;_	567	11891	50588	71425	RecName:_Full=Virulence_membrane_protein_pagC;_Flags:_Precursor;_		Virulence_membrane_protein_pagC		"<a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/PAGC_SALTY"" target=""_blank"">P23988</a>"	P23988	RecName: Full=Virulence membrane protein pagC; Flags: Precursor; |Name=pagC; OrderedLocusNames=STM1246;	virulence protein	RecName: Full=Virulence membrane protein pagC; Flags: Precursor; 		Oct 3 2010 02:01AM	virulence factor	Yes	Yes	567	94	566	0.9982365099999996	33328	124725.42145491773	1570264.7938091897	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	130	32	69.01267285020215	872.4890771079	121.7154723989456	1538.7814411074075
ID06938	3490|vfid|32514|vsiid|53337|ssid|regulator_of_ftsI,_penicillin_binding_protein_3	1104	3490	32514	53337	regulator_of_ftsI,_penicillin_binding_protein_3				"<a href  = ""http://mvirdb.llnl.gov/literatureVirulenceHomeURL.html"" target=""_blank"">LITERATURE</a><BR>"	"<a href=""none"" target=""_blank"">b3251</a>"	mreB b3251	b3251 mreB b3251|AAN44753	antibiotic resistance	regulator of ftsI, penicillin binding protein 3	Actin-like ATPase involved in cell morphogenesis [Cell division and chromosome partitioning]	Jan 6 2010 05:09PM	virulence factor	Yes	Yes	1104	113	1103	0.9990945820000002	64621	124203.37220608236	1563692.3120607354	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	254	39	134.84014541501037	1704.709427580051	122.1378128759152	1544.1208583152634
ID15335	12154|vfid|50808|vsiid|71645|ssid|RecName:_Full=Flagellar_motor_switch_protein_FliN;_	414	12154	50808	71645	RecName:_Full=Flagellar_motor_switch_protein_FliN;_		Flagellar_motor_switch_protein_FliN		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/FLIN_SALTY"" target=""_blank"">P26419</a>"	P26419	RecName: Full=Flagellar motor switch protein fliN; |Name=fliN; Synonyms=flaN, motD; OrderedLocusNames=STM1977;|RecName: Full=Flagellar motor switch protein FliN; 	virulence protein	RecName: Full=Flagellar motor switch protein FliN; 		Oct 3 2010 02:36AM	virulence factor	Yes	Yes	414	93	413	0.9975844	24086	123450.57790112396	1554214.8023416484	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	101	36	53.61753813746475	677.8568983684454	129.51096168469746	1637.3355033054238
ID11297	13365|vfid|21172|vsiid|40763|ssid|type_III-secreted_effector_protein_[Salmonella_typhimurium_LT2]	723	13365	21172	40763	type_III-secreted_effector_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16765196"" target=""_blank"">16765196</a>"	NP_460811.1	NP_460811|Type III-secreted protein effector: invasion-associated protein|NP_460811	virulence protein	type III-secreted effector protein [Salmonella typhimurium LT2]		Jan 28 2010 02:10PM	virulence factor	Yes	Yes	723	96	722	0.9986168599999998	41956	123135.8650874992	1550252.6393308446	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	164	26	87.06214113410118	1100.6785280438123	120.41789921729072	1522.3769405861858
ID15159	1588|vfid|1589|vsiid|1829|ssid|tRNA_46__tmRNA__of_Chromosome_1	420	1588	1589	1829	tRNA_46__tmRNA__of_Chromosome_1				"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://kementari.bioinformatics.vt.edu:80/islands/Stm34X.html"" target=""_blank"">Stm34X</a>"	Stm34X	Stm34X	pathogenicity island	tRNA 46 (tmRNA) of Chromosome 1		Sep 27 2010 09:20AM	unknown	No	Yes	420	93	419	0.9976192900000004	24347	123005.61926367888	1548612.8739221576	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	100	46	53.08667142323242	671.1454439291539	126.39683672198196	1597.9653426884615
ID11707	13462|vfid|21366|vsiid|41054|ssid|putative_inner_membrane_protein_[Salmonella_typhimurium_LT2]	681	13462	21366	41054	putative_inner_membrane_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16767045"" target=""_blank"">16767045</a>"	NP_462660.1	NP_462660|putative inner membrane protein|NP_462660	virulence protein	putative inner membrane protein [Salmonella typhimurium LT2]		Jan 28 2010 02:13PM	virulence factor	Yes	Yes	681	101	680	0.9985313699999996	39317	122507.32219179212	1542339.426699333	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	171	35	90.77820813372745	1147.658709118853	133.30133352970256	1685.2550794696815
ID13307	13464|vfid|47272|vsiid|68109|ssid|single-strand_DNA-binding_protein_[Salmonella_typhimurium_LT2]	531	13464	47272	68109	single-strand_DNA-binding_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16767506"" target=""_blank"">16767506</a>"	NP_463121.1	NP_463121|ssDNA-binding protein controls activity of RecBCD nuclease|NP_463121	virulence protein	single-strand DNA-binding protein [Salmonella typhimurium LT2]		Jan 28 2010 02:13PM	virulence factor	Yes	Yes	531	97	530	0.9981169199999996	30580	122200.15208353192	1538472.2246399203	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	130	50	69.01267285020215	872.4890771079	129.96736883277242	1643.105606606215
ID11634	13399|vfid|47205|vsiid|68042|ssid|secreted_effector_protein_[Salmonella_typhimurium_LT2]	690	13399	47205	68042	secreted_effector_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764755"" target=""_blank"">16764755</a>"	NP_460370.1	NP_460370|Secretion system effector|NP_460370	virulence protein	secreted effector protein [Salmonella typhimurium LT2]		Jan 28 2010 02:11PM	virulence factor	Yes	Yes	690	85	689	0.99855097	39461	121352.23585210295	1527797.1514208368	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	159	35	84.40780756293955	1067.1212558473546	122.3301558883182	1546.5525447063112
ID13448	10722|vfid|49610|vsiid|70447|ssid|RecName:_Full=Peptidoglycan-associated_lipoprotein;_Flags:_Precursor;_	522	10722	49610	70447	RecName:_Full=Peptidoglycan-associated_lipoprotein;_Flags:_Precursor;_		Peptidoglycan-associated_lipoprotein		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/PAL_ECOLI"" target=""_blank"">P0A912</a>"	P0A912	RecName: Full=Peptidoglycan-associated lipoprotein; Flags: Precursor; |Name=pal; Synonyms=excC; OrderedLocusNames=b0741, JW0731;	virulence protein	RecName: Full=Peptidoglycan-associated lipoprotein; Flags: Precursor; 		Feb 4 2012 07:48AM	virulence factor	Yes	Yes	522	105	521	0.99808555	29834	121274.5770834811	1526819.4451210706	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	123	45	65.29660585057589	825.5088960328593	125.08928323865112	1581.4346667296154
ID16007	13410|vfid|47216|vsiid|68053|ssid|type_III_secretion_system_apparatus_protein_[Salmonella_typhimurium_LT2]	375	13410	47216	68053	type_III_secretion_system_apparatus_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764767"" target=""_blank"">16764767</a>"	NP_460382.1	NP_460382|Secretion system apparatus|NP_460382	virulence protein	type III secretion system apparatus protein [Salmonella typhimurium LT2]		Jan 28 2010 02:11PM	virulence factor	Yes	Yes	375	87	374	0.9973333100000004	21312	120592.89640108544	1518237.2397959707	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	91	38	48.30887099514151	610.74235397553	128.82365598704402	1628.6462772680802
ID15572	13387|vfid|47193|vsiid|68030|ssid|secreted_effector_protein_[Salmonella_typhimurium_LT2]	402	13387	47193	68030	secreted_effector_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764743"" target=""_blank"">16764743</a>"	NP_460358.1	NP_460358|Secretion system apparatus|NP_460358	virulence protein	secreted effector protein [Salmonella typhimurium LT2]		Jan 28 2010 02:11PM	virulence factor	Yes	Yes	402	84	401	0.9975123500000004	22812	120410.98144122266	1515946.9716725391	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	90	31	47.77800428090919	604.0308995362385	118.85075691768454	1502.5644267070609
ID11213	11924|vfid|50613|vsiid|71450|ssid|RecName:_Full=Protein_tonB;_	729	11924	50613	71450	RecName:_Full=Protein_tonB;_		Protein_tonB		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/TONB_SALTY"" target=""_blank"">P25945</a>"	P25945	RecName: Full=Protein tonB; |Name=tonB; OrderedLocusNames=STM1737;	virulence protein	RecName: Full=Protein tonB; 		Apr 30 2011 05:20PM	virulence factor	Yes	Yes	729	85	728	0.9986281200000005	41348	120352.68004289208	1515212.9702784333	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	175	41	92.90167499065674	1174.504526876019	127.43713990487892	1611.1173208175849
ID16829	8104|vfid|47159|vsiid|67996|ssid|putative_autoagglutination_protein_[Salmonella_typhimurium_LT2]	327	8104	47159	67996	putative_autoagglutination_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764501"" target=""_blank"">16764501</a>"	NP_460116.1	NP_460116|putative curli production protein|NP_460116	virulence protein	putative autoagglutination protein [Salmonella typhimurium LT2]		Jan 28 2010 02:10PM	virulence factor	Yes	Yes	327	75	326	0.9969416	18466	119826.77335498005	1508591.924246085	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	78	36	41.40760371012129	523.49344626474	126.6287575233067	1600.8973891888074
ID12982	8121|vfid|10155|vsiid|12530|ssid|major_type_1_subunit_fimbrin__pilin__[Salmonella_typhimurium_LT2]	558	8121	10155	12530	major_type_1_subunit_fimbrin__pilin__[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16763923"" target=""_blank"">16763923</a>"	NP_459538.1	NP_459538|major type 1 subunit fimbrin (pilin)|NP_459538	virulence protein	major type 1 subunit fimbrin (pilin) [Salmonella typhimurium LT2]		Jan 28 2010 02:09PM	virulence factor	Yes	Yes	558	88	557	0.9982076799999998	31338	119169.70484273386	1500319.5805661425	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	131	36	69.54353956443448	879.2005315471916	124.62999921941665	1575.6281927369023
ID14145	13393|vfid|21228|vsiid|40847|ssid|secretion_system_chaparone_[Salmonella_typhimurium_LT2]	474	13393	21228	40847	secretion_system_chaparone_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764749"" target=""_blank"">16764749</a>"	NP_460364.1	NP_460364|Secretion system chaparone|NP_460364	virulence protein	secretion system chaparone [Salmonella typhimurium LT2]		Jan 28 2010 02:11PM	virulence factor	Yes	Yes	474	93	473	0.9978896100000002	26515	118697.63781067885	1494376.3636011716	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	110	24	58.39533856555567	738.2599883220693	123.19691680496976	1557.510523886222
